season,episode,scene,character,dialogue
2,3,22,Ted's father," Closer to ten, I think."
2,3,22,Ted's mother, Time flies.
2,3,22,Ted," So ten months ago, you just up and decided to get divorced without telling me?"
2,3,22,Ted's mother," No, it wasn't a snap decision."
2,3,22,Ted's father, We'd been separated almost two years.
2,3,22,Ted, How could you not tell me this?!
2,3,22,Ted's mother," We meant to, it just never seemed like the right time."
2,3,22,Ted, So last Christmas...?
2,3,22,Ted's father," We talked about telling you kids then, but it didn't seem very Christmasy."
2,3,22,Ted, I got you a tandem bike.
2,3,22,Ted's father," Oh, it didn't go to waste. Your mother and Frank ride it all the time."
2,3,22,Ted, Who the hell is Frank?!
2,3,22,Ted's father," Oh, great guy. I actually set them up. You remember Dr. Muchnik. He did your braces."
2,3,22,Ted," Okay, my head's about to explode, and I don't want to get it all over everyone's waffles, so I am leaving. (He leaves, following by his parents and Robin)"
2,3,22,Ted's mother," Teddy bear, oh..."
2,3,22,Barney," You know, he mentioned he was divorced last night. I totally spaced on that. Ooh, no line at the omelet station."
2,3,22,Marshall, Lily... I'm sorry that I said all those things.
2,3,22,Lily," Me, too."
2,3,22,Marshall, I just find it really confusing to be around you right now.
2,3,22,Lily, It's the same for me. I think we're probably both better off trying to keep some distance for a while.
2,3,22,Marshall," Yeah, I think you're right. Are you wearing a push-up bra?"
2,3,22,Lily, Did you Mystic Tan your calves?
2,3,22,Marshall, I withdraw the question.
2,3,22,Outside.Ted's father, We're sorry we didn't say anything about the divorce.
2,3,22,Ted's mother, It was wrong not to tell you.
2,3,22,Ted, Thank you.
2,3,22,Ted's father," But listen, don't tell your sister."
2,3,22,Ted's mother, It would just upset her.
2,3,22,Ted," No, this is ridiculous! We have to start talking about stuff, and not just baseball."
2,3,22,Ted's father, Indians won today on a walk-off double.
2,3,22,Ted," Against the Red Sox? Boy, that's a big win. No. No. No. We're not gonna blow past this. I mean, I don't even know who you people. I don't even know how you met."
2,3,22,Ted's father, I never told you how I met your mother?
2,3,22,Ted, No.
2,3,22,Ted's father," Oh, great story. At a bar."
2,3,22,Ted," That's it? That's what passes for communication in our family? Man, when I have kids, and I tell them how I met their mother, I'm gonna tell them everything, the whole damn story."
2,3,22,Ted's father, I think it was an Irish bar.
2,3,22,Ted," I just, I don't... I don't understand. You seemed so happy. When I was growing up, you seemed so... What happened?"
2,3,22,Ted's father, We just realized we're very different people.
2,3,22,Ted's mother," Your father's kind of a head-in-the-clouds romantic, and I'm much more down to earth."
2,3,22,Ted, So? Robin and I are like that. That doesn't mean anything.
2,3,22,Ted's father, I wanted kids. And your mother... also wanted kids.
2,3,22,Ted, Robin and I have different views on families. We're not about to break up because of it.
2,3,22,Ted's mother," On some level, I always knew. I didn't even want to go out with him in the beginning. But he spent months badgering me until I finally gave in."
2,3,22,Ted's father," Well, when you don't connect on that many fundamental levels, it's only a matter of time before you realize you're not meant to be together."
2,3,22,Ted's mother, But we love Robin.
2,3,22,Ted's father," Absolutely. Meeting you was the highlight of my trip. Well, second highlight."
2,3,22,Ted's mother, We'll see you inside.
2,3,22,Ted's father, Sorry.
2,3,22,Robin, Wow.
2,3,22,Ted, I know.
2,3,22,Robin, They love me!
2,3,22,"Back inside, later.Ted's mother", So we are definitely going to try and communicate more.
2,3,22,Ted's father," From now on, full disclosure."
2,3,22,Ted," Good. Good, I think it'll be really good for the family. By the way, how's Grandma? She hasn't returned my last couple calls."
2,3,22,Ted's mother, I'm gonna get some juice.
2,3,22,Ted, No. No.
2,3,22,Ted's father, You missed a great game last night. Real squeaker.
2,21,1,Ted (2030)," In May of 2007, Aunt Lily and Uncle Marshall got married at the historic Van Smoot House in upstate New York."
2,21,2,Robin," Wow, it's beautiful, Lily."
2,21,2,Lily, Yeah. It's just how I always pictured it.
2,21,2,Lily," So, we've decided on a small, outdoor wedding, just family and close friends. No more than 25 people in a beautiful garden somewhere, maybe an acoustic guitar playing while we walk down the aisle."
2,21,2,Barney, And maybe you already know someone who went down to the courthouse and registered as an officiant so that he or she-- he-- could perform the ceremony.
2,21,2,Robin, But you hate marriage. Why do you want to perform the ceremony?
2,21,2,Barney," Because it subtly implants in the mind of every woman there that when I ask a question, you say, ""I do."" Yeah."
2,21,2,Ted (2030)," The closer you get to the big day, the more concessions you make."
2,21,3,Lily, Great. Now my mom's making me invite the Lessners. This puts our numbers in the triple digits.
2,21,3,Robin," Wow. I guess sometimes, Lessner is more... ner. You know how like sometimes less is more."
2,21,3,Ted," Yeah. This is one of those times, sweetie?"
2,21,3,Marshall, You know what? That's okay. It'll be a slightly big outdoor wedding.
2,21,4,Lily," So it's not going to be an outdoor wedding anymore. Marshall's dad is convinced if we have an outdoor wedding in New York, he's going to get mugged, so it's going to be inside now. It'll be great. We're still going to have our acoustic guitar player."
2,21,5,Lily," So now, instead of an acoustic guitar, we're having a harp player. Yeah. My dad owes a guy, and... that guy's daughter plays the harp."
2,21,5,Barney," Is she hot? I'd love to be able to cross ""harp player"" off my list."
2,21,5,Marshall, How long is this list?
2,21,5,Barney," Dude, I'm not gonna count how many pages the list is. I'm not crass."
2,21,5,Lily," Well, it doesn't matter anyway. She's pregnant."
2,21,5,Barney, Sweet! I can cross off two things.
2,21,6,Ted (2030), And the day arrives for Lily and Marshall's very big indoor wedding... with a harp.
2,21,7,Andrea," Hi, Lily."
2,21,7,Lily, Wow. Andrea. You really are pregnant.
2,21,7,Andrea, Yeah.
2,21,7,Robin, How do you play the harp with your belly so...?
2,21,7,Andrea," Oh, I don't really-- I can only reach about half the strings."
2,21,7,Robin, You only play half the harp?
2,21,7,Andrea, Yeah.
2,21,7,Robin," Oh, no. Uh, okay. Lily, I will take care of this. Um, I'll just pluck the other half. Is it hard to learn?"
2,21,7,Andrea, I've been studying the harp for 12 years.
2,21,7,Robin," Yeah, but I'm a fast learner. You ever hear of ""Guitar Hero""? Learned that in a day. Is there a ""Harp Hero""?"
2,21,7,Lily," Robin, it's fine. So, so, when are you due?"
2,21,7,Andrea, Tuesday.
2,21,7,Lily," Wow, that's soon."
2,21,7,Andrea, Last Tuesday.
2,21,8,Robin," Holy crap, we have to fire her. She's gonna drop a shorty in the middle of your ceremony."
2,21,8,Lily," Robin, I'm not going to freak myself out. I hate those women who say, ""Oh, my wedding has to be perfect."" Things go wrong. Sometimes the deejay screws up your playlist. Sometimes you slip on placenta during the recessional."
2,21,9,Barney, Can I grab a scotch and soda real quick?
2,21,9,Barman, No. I'm not allowed to serve anything until the reception.
2,21,9,Barney," Wow. You just cost yourself a big tip, buddy."
2,21,9,Barman," I'm not allowed to accept tips, buddy."
2,21,9,Barney," You allowed to accept criticism? You, sir, are an ass... buddy."
2,21,10,Barney," Hey, you want to know what line doesn't work on a harp player? ""Hey, baby, want to pluck?"""
2,21,10,Robin, Really? That didn't work.
2,21,10,Barney, Not even a little. Hey! Who's Bill?
2,21,10,Lily, Bill?
2,21,10,Barney, Yeah. This guy came up to me at the bar.
2,21,11,Bill, Can I ask you something? Where in the ceremony is the place where they ask if anyone objects?
2,21,11,Barney, Uh... Don't think they do that anymore.
2,21,11,Bill," Oh, so when do you think someone should do it? Just wait for a lull or what?"
2,21,12,Lily," Oh, no. Did he look like a guy who tried to be an umpire but failed?"
2,21,12,Barney, He kind of did.
2,21,12,Lily, That's Scooter.
2,21,12,Robin," Your high school boyfriend, Scooter?"
2,21,12,Lily, His real name is Bill. My mom must have invited him.
2,21,12,Robin, Why? Why would she do that?
2,21,12,Lily," Our families are really close. But my ex-boyfriend? Come on, Mom. I didn't invite that professional squash player Dad busted you with. Oh, I need a glass of wine."
2,21,12,Barney, I'll get it.
2,21,12,Lily," Oh, thanks. Hey, how's Marshall doing?"
2,21,12,Barney, He's great. He's about to get his hair cut.
2,21,12,Lily, Oh. I'm worried my cousin's going to cut it too short.
2,21,12,Barney," Me, too. I was up all night."
2,21,13,Scooter," Hello, Lily."
2,21,13,Barney," Hey, Bill."
2,21,13,Scooter," Hey, Barney."
2,21,13,Lily," Scooter, what are you doing here?"
2,21,13,Scooter," It's not ""Scooter"" anymore. It's Bill. A lot of things have changed about me, Lily, but one hasn't. I still love you. And I came here to win you back."
2,21,13,Lily," You're really cute. Oh, no. Really?"
2,21,13,Lily, I want... I want... Scooter!
2,21,14,Barney, I need a glass of wine.
2,21,14,Barman, And I need you to get out of my face.
2,21,14,Barney," It's for the bride, so..."
2,21,14,Barney," White. And, uh... she'd also like a scotch and soda."
2,21,14,Barman, You got it.
2,21,14,Barney, She'd also like a bowl of smoked almonds.
2,21,14,Barman," I don't have any, but I guess I could run out to the corner and get some."
2,21,14,Barney," Well, it's only the biggest day of her life, so...The barman leaves... Let the games begin."
2,21,15,Barney, Here. Can't stay. Got to try something.
2,21,15,Scooter," Maybe my words won't change your mind, but maybe the words of a poet will. I read from ""November Rain."" By W. Axl Rose."
2,21,15,Robin, That is a good song.
2,21,15,Brad, Barney said you needed me to bounce some guy named Scooter?
2,21,16,Brad, What's up with Bill?
2,21,16,Robin, That's Scooter.
2,21,16,Brad, I'm on it.
2,21,17,Barney, Hey.
2,21,17,Woman, Hey.
2,21,17,Barney, Can I have your phone number?
2,21,17,Woman, No.
2,21,17,Barney, It's for the bride.
2,21,17,Woman, Oh. Hold on. Let me go get a pen.
2,21,17,Barney, The bride wants you to walk slower.
2,21,18,Robin," Oh, wow."
2,21,18,Lily," Oh. Robin... My makeup looks perfect right now, and I'm about to cry. Do something."
2,21,18,Robin, I have hairy nipples.
2,21,18,Lily, Really?
2,21,18,Robin," No, but it worked, didn't it?"
2,21,18,Brad," Hey. Funny story. I tackled this guy I thought was Scooter. Turns out it was your photographer. Don't worry. I got this sweet camera phone, so we're covered."
2,21,18,Robin," There's a photographer? Oh, my God. Okay, I just have to call..."
2,21,18,Lily," Robin, stop. Stop. It's okay. I am not gonna let anything get to me today."
2,21,19,Woman, I just got a call from the florist. The flowers won't be here till halfway through the ceremony.
2,21,19,Lily, I'm okay.
2,21,19,Man," I hate to bother you, but... I think I found your veil in the parking lot."
2,21,19,Lily, I'm fine.
2,21,20,Andrea, Just FYI
2,21,20,Lily, Totally cool.
2,21,20,Robin," Oh, no. Lily, I think I forgot your bridal panties. I-I thought I had them. I'm so sorry."
2,21,20,Lily," Oh, it's okay, I'll just wear the ones I have on."
2,21,20,Robin, Are you sure?
2,21,20,Lily," I'm marrying Marshall today. So it doesn't even matter that I'm gonna walk down the aisle without a veil in a room that has no flowers to the music of half a harp played by a woman who's crowning, as my high school boyfriend reads g*ns N' Roses lyrics. But that's okay, because there's no photographer there to take any pictures of it anyway."
2,21,20,Robin," Lily, are you okay?"
2,21,20,Lily, What do you think?! Of course I'm not okay! Everything that could possibly go wrong at my wedding has! It's ruined!
2,21,20,Robin," What happened to ""I don't want a perfect wedding""?"
2,21,20,Lily," Oh, grow up, Robin! Of course I want a perfect wedding! Oh, God. I wanted... I wanted not to care about the wedding, but... I do. I... I'm supposed to feel like a princess today."
2,21,20,Robin," And you will. It's gonna be okay, sweetie. Why don't we go outside? I have something that'll make you feel better."
2,21,20,Lily," What could you have that could possibly make me feel better? God, I hope Marshall's having a better day than I'm having."
2,21,21,Marshall," Oh, my God. Oh, my God. Oh, my God. Oh, my God. Oh, my God!"
2,21,21,Ted, What?
2,21,22,Barney," Well, it's not too short."
2,21,22,Marshall, My hair! Look at my hair! She ruined my hair! I look like one of the Backstreet Boys!
2,21,22,Barney," You totally do. And not even the good Backstreet Boys, the older, lame dance move, comeback tour Backstreet Boys."
2,21,22,Ted, The good Backstreet Boys?
2,21,22,Marshall, Guys! Guys! What am I gonna do?!
2,21,22,Ted, What-what the hell happened to you?
2,21,22,Marshall," Lily's cousin is in beauty school, and Lily didn't want her to do her hair, so she said she could do mine."
2,21,23,Marshall," So, um, just not-not too short, okay?"
2,21,23,Cousin," Oh, no, we don't even have to cut it at all. Could just give it some style."
2,21,23,Marshall," Oh, okay, yeah, that's great. 'Cause, um, when it gets too short, it starts to look weird. And I don't want to look weird when I'm up there, you know."
2,21,23,Cousin," Ooh, I could give you some cool guy tips."
2,21,23,Marshall," I don't think I need advice on how to be cool, but yeah, great, lay that on me."
2,21,24,Marshall, I can't get married like this! There's no way!
2,21,24,Barney," Ah, let me see what I can do."
2,21,24,Ted, What? What can you do?
2,21,24,Barney, I have a superpower.
2,21,24,Marshall, Lily is gonna k*ll me! Look at me! She's not gonna want to marry me like this.
2,21,24,Ted, That's crazy. Of course she will.
2,21,24,Marshall, Would you marry me?
2,21,24,Ted, No. But not because of the hair. It's because I have a rule
2,21,24,Marshall," Oh, great. So now you're saying Lily and I shouldn't even get married?"
2,21,25,Barney," Could I have everyone's attention, please? It's for the bride. One, the bride would... like all of this tension out of my shoulders. And she would like, let's say, you in the inappropriatel short dress to rub them. Two... What was two?"
2,21,26,Ted," Okay, we have a bit of a situation. Let's not panic. Let's just find a solution."
2,21,26,Marshall," Yeah, yeah, but it's good. I ought to shave it all off. What a great solution. Just be bald 'cause it's cool, right? Bruce Willis, Michael Jordan, Britney Spears... Oh, God, what did I do?! How could you let me shave my head?!"
2,21,26,Ted, What?!
2,21,26,Marshall, You're the worst best man ever! I hate you! I'm not going out there! I'm leaving and I'm never coming back.I'm gonna go find that money under the rock by the tree and go live with the guys on the beach in Zihautanejo.
2,21,26,Ted," Dude, those guys are criminals."
2,21,26,Marshall," Only Red Andy was falsely accused. Ted, you're my best man! You got to do something!"
2,21,26,Ted," Okay, all right, come here. Just breathe, breathe, all right? Don't worry. Don't worry. I'll just... I'll take these."
2,21,26,Marshall, No!
2,21,27,Ted," Uh, hi. Uncle Ben, right?"
2,21,27,Ben, Yes.
2,21,27,Ted," Yes, we're, we're having a little bit of a problem back there. Um, and I was wondering if you could help us out."
2,21,27,Ben, Yeah.
2,21,27,Ted, Marshall accidentally shaved part of his head.
2,21,27,Ben," Oh, no!"
2,21,27,Ted," Yeah. Yeah, so here's what I was thinking. What if I found something to cover up the bald area?"
2,21,27,Ben," Yeah, that would probably work, but with what? That's a tough one."
2,21,27,Ted," Maybe a wig of some sort or a, um... toupee. Something that matches"
2,21,27,Ben," Mm, yeah. Does anyone here wear a toupee? (Ben's wearing a toupee) Shouldn't be hard to find out. Most of them are pretty bad."
2,21,27,Ted, That is true. That is true. We just need to find someone who wears a toupee that is the same color as Marshall's and your hair.
2,21,27,Ben," Boy, that's a pretty tall order."
2,21,27,Ted, Really? You can't think of any place in the general area where there might be a toupee of the kind I'm describing to you?
2,21,27,Ben," No, not off the top of my... No. Can't."
2,21,27,Ted, Let me come at this from a different angle. I got $50 in my pocket which is probably a lot more... Barney comes and takes the toupee.
2,21,27,Barney, The bride needs this.
2,21,28,Marshall," Actually, I think it kinda works."
2,21,28,Ted, It totally does.
2,21,28,Marshall, Barney?
2,21,28,Barney," To be honest, I'm, uh, I'm jealous I don't get to wear it."
2,21,28,Marshall," Okay, problem solved. Crisis averted. Let's get me married. It looks terrible, doesn't it?"
2,21,28,Ted," It kinda looks like fur, which gives you the appearance of a cleaned-up Bigfoot."
2,21,28,Marshall," Oh, you know..."
2,21,28,Ted, In a bad way.
2,21,28,Brad," Hey. Cool hair, bro."
2,21,28,Ted, What happened to your shirt?
2,21,28,Brad, I got sauce on it when I tackled the caterer.
2,21,28,Ted, You gonna put another shirt on?
2,21,28,Brad," No, I'm good. Hey, you guys seen Scooter?"
2,21,28,Marshall, What? What? Scooter's here? That guy's at my wedding?
2,21,28,Brad," Not for long, bro. Not for long."
2,21,28,Marshall," Okay, you know what? I need some air. I think we should go for a walk, okay?"
2,21,29,Barney, It would cover up the problem. It's festive and it celebrates the heritage of this great nation.
2,21,29,Ted," Okay, unless you actually have one in your car, stop suggesting authentic Native American headdress."
2,21,29,Marshall," Oh, no."
2,21,29,Lily," Oh, my God! Marshall..."
2,21,29,Marshall," Lily, you're not supposed to see me."
2,21,29,Robin," Holy crap, I don't think anyone's supposed to see you."
2,21,29,Lily, What happened? Did Amy do this to you?
2,21,29,Marshall," Just the frosted tips. I did the rest. I'm sorry, baby. I've ruined the whole wedding, haven't I?"
2,21,29,Lily," Oh, no, you didn't ruin the wedding, sweetie. It was already ruined. There's no flowers, no photographer. Oh, and Scooter's here, by the way."
2,21,29,Marshall," Yeah, I know. I heard."
2,21,29,Lily," My veil got thrashed, the harp player is in labor, and I'm not wearing my wedding underwear."
2,21,29,Marshall," What? No ""Property of Marshall"" across the back? How are people going to know whose butt that is?"
2,21,29,Lily," What happened? Remember the wedding we wanted, the intimate outdoor ceremony?"
2,21,29,Marshall, I wish we could have that wedding.
2,21,29,Ted, So do it.
2,21,29,Marshall, What?
2,21,29,Ted," Get married now. Right here. Look, it's outside like you always wanted. Intimate, close friends. There's no guitar, but it's pretty close. Barney can officiate."
2,21,29,Barney," Yes. Yes, I can. Uh, excuse me, guys. You all dropped something"
2,21,29,Marshall," Could we even do that? I mean, what about all those people in there?"
2,21,29,Robin," Do that one, too. And then when everything goes wrong, you won't care because you already had the real wedding out here."
2,21,29,Marshall," What do you think, baby?"
2,21,29,Lily, I love it.
2,21,29,Marshall," Me, too. Let's do it. Let's get married before we get married."
2,21,29,Lily," Great. Wait, hold on. Excuse me, sir. Could we borrow your hat?"
2,21,29,Man, Okay.
2,21,29,Lily, Thank you.
2,21,30,Marshall, Hat. We thought of authentic Native American headdress before we thought of hat.
2,21,30,Barney," Thank you all for coming. For those of you who don't know me... I'm not the biggest believer in marriage. But... you two are so great together, you know? It's like you were, uh, made for each other."
2,21,30,Robin, He's gonna cry.
2,21,30,Barney," No, I'm not. I'm not, I'm not, I'm not, I'm not, I'm not. Lily and Marshall... when everyone sees you, they... see true love. It's the best love... Can we just, um, move on to the rings or something?"
2,21,30,Marshall," Oh, no. I don't have my vows."
2,21,30,Lily, I don't have mine either.
2,21,30,Ted, You don't need your vows. Just say why you love each other.
2,21,30,Marshall," Okay, I'll go first. Lily, there are a million reasons why I love you. You make me laugh and you take care of me when I'm sick. You're sweet, caring and you even created an egg dish and named it after me. She puts a little Italian dressing in scrambled eggs before she cooks them. It's called ""Eggs Marshall,"" and it's awesome. But the main reason that I love you is that you're my best friend, Lily. You're, uh... you're the best friend I ever had. I'm sorry, buddy."
2,21,30,Ted, No problem.
2,21,30,Barney, It's totally okay.
2,21,30,Lily," My turn. Oh, thank you. Marshall, I love you because you're funny and you make me feel loved and you make me feel safe and for our anniversary you gave me a sweatshirt that says, ""Lily and Marshall. Rockin' It Since '96."" I kinda wish I was wearing it right now 'cause it smells like you. But the main reason I love you, Marshall Ericksen, is you make me happy. You make me happy all the time."
2,21,30,Robin," Hey, I found your panties!"
2,21,30,Lily, I'm good.
2,21,30,Barney," Marshall, do you take Lily to be your wife to have and to hold from this day forward?"
2,21,30,Lily, Slow down.
2,21,30,Barney, I can't From this day forward so as long as you both shall live?
2,21,30,Marshall, I do.
2,21,30,Barney," Lily, do you promise to take Marshall to be your husband to have and to hold... live?"
2,21,30,Lily, I do.
2,21,30,Barney," Okay, then, by the power invested in me by the very bitter old Pakistani man who works down at the courthouse on Lafayette Street, I now pronounce you man and wife. You may kiss the bride."
2,21,31,Marshall, Did you smoke?
2,21,31,Lily, No.
2,21,31,Robin, Wow. First lie of marriage. That was fast.
2,21,31,Ted (2030)," After that, we all went back inside for the second wedding. And yes, a lot of things did go wrong, but it didn't matter because when I look back on that day, what I remember is the first wedding; the intimate outdoor ceremony with just close friends and an acoustic guitar."
2,21,32,Marshall, How do you feel?
2,21,32,Lily, Tired. I got married twice today.
2,21,32,Marshall," So where do you want to do it for the first time as a married couple, nice hotel room or a reception hall bathroom?"
2,21,32,Lily," What do you think? Bathroom, of course."
2,21,33,Ted, Please don't.
2,21,33,Marshall and Lily," Sorry, Ted."
2,20,1,Ted (2030)," When the marriage approched, some weird stuff started happening."
2,20,1,Lily, Why does my stomach hurt?
2,20,1,Marshall," I'm sorry, baby. I ate a bunch of ice cream earlier today."
2,20,1,Lily," Oh, baby, you know we're lactose-intolerant."
2,20,1,Tes," Wait, wait, wait, wait, wait, wait, wait. Are you suggesting that when one of you feels something, the other feels it, too? Oh, God, you guys are so codependent."
2,20,1,Lily," No, we're not."
2,20,1,Ted," Oh, really? What about the other day?"
2,20,2,Lily," Oh, I need to get some eggs."
2,20,2,Marshall," Oh, I'll come with you."
2,20,3,Marshall, Just because we like spending time together doesn't mean we're codependent.
2,20,3,Barney, Really? Then whatever happened to your plan of spending the last two weeks before your wedding sleeping apart?
2,20,3,Marshall," Okay, we decided not to do that because of..."
2,20,3,Lily, Logistics. Wedding logistics.
2,20,3,Marshall," Frickin' logistics, man. They mess everything up."
2,20,3,Ted, You didn't do it because you couldn't do it.
2,20,3,Marshall, Sure we could.
2,20,3,Robin, Then why don't you? You can stay with me.
2,20,3,Lily, It would make our wedding night more special.
2,20,3,Marshall," Okay, let's do it."
2,20,3,Lily, Done.
2,20,3,Marshall, I'm gonna go grab a beer.
2,20,3,Lily, I'll come with you. No. I'll stay.
2,20,5,Lily," Okay, I know. You know? I got to go. Good-bye. My mom's driving me cra...."
2,20,5,Ted, Long story. I'll tell you later.
2,20,5,Barney," Yeah. It's a dirty story, isn't it? You guys went out to dinner, did it in the kitchen and got caught. Scherbatsky reeks of someone who likes to get caught."
2,20,5,Robin," Okay, now I have to wash up for two reasons."
2,20,5,Marshall," Oh, you didn't. That's right."
2,20,5,Barney, So you and Lily really think you can spend two weeks apart?
2,20,5,Marshall," You know what, Barney? Lily and I are a lot less chees than you make us out to be."
2,20,5,Lily," Marshmallow, don't forget to pack my night-night tape."
2,20,5,Barney," Night-night tape? Did you make a tape of you saying ""night-night"" to her?"
2,20,5,Marshall, No.
2,20,5,Lily, He doesn't say it. He sings it.
2,20,5,Barney," Oh, that is so sweet. Why don't you kiss? I love it when two chicks make out."
2,20,5,Lily, Damn it. Nobody's bought us anything cool yet off our registry.
2,20,5,Barney, What's on there?
2,20,5,Lily," Ooh, lots of stuff. Kitchen Aide Artisan Series tilt-head stand mixer..."
2,20,5,Barney, Retail price $319.99. What else?
2,20,5,Lily," Um, the Dyson DC17 Animal vacuum."
2,20,5,Barney," Ah, $549.99. A little greedy, don't you think?"
2,20,5,Marshall, Did you memorize our registry?
2,20,5,Barney," No, I'm training."
2,20,5,Marshall, Training? For what?
2,20,5,Barney," I'm glad you asked. Ted, Robin, get in here! You guys know how it's hard to be friends with me 'cause I'm so awesome?"
2,20,5,Ted," Yes, it's hard to be friends with you. Go on."
2,20,5,Barney," Well, this isn't going to make it any easier. I am going to be on... The Price Is Right."
2,20,5,Marshall, No way!
2,20,5,Ted, What?!
2,20,5,Barney," Yes, in a couple days, Rich Fields is going to call out my name, and I will come on down."
2,20,5,Marshall," Whoa, that is so awesome."
2,20,5,Robin," Barney, I didn't know you were such a fan of The Price is Right."
2,20,5,Barney," Are you kidding? T.P.I.R. is not just an indescribably entertaining hour of television, it's a microcosm of our entire economic system-- a capitalist utopia, where consumers are rewarded for their persistence, market acumen and intrepid spirit. I gaze upon the glory of The Price Is Right, and I see the face of America. And it is divine. Plus, you know, hot chicks on sports cars."
2,20,5,Ted (2030), Then Lily headed out to Robin's for her first night away from Marshall.
2,20,5,Lily, I'm ready! Lily comes into the livingroom with her wedding dress while Robin singins.)
2,20,5,Robin," Ta-da-da-da-da... Wow, Lily, you look so beautiful."
2,20,5,Lily, I know! I'm beautiful! I'm a fairy princess! (she raises her arms and the dress falls.) I'm too skinny for my dress!
2,20,6,Ted(2030)," Meanwhile, I was testing out my best man toast on Marshall."
2,20,6,Ted," Here goes. Hello, everyone, I'm Ted Mosby, Marshall's best man. Strong opening, right?"
2,20,6,Marshall, That's fantastic.
2,20,6,Ted," When Marshall graduates this spring, he'll be a lawyer. But did you know that Marshall has a criminal record? That's right, on a road trip up to Cape Cod, Marshall was pulled over for driving by himself in a car pool lane."
2,20,7,Marshall," Oh, crap."
2,20,8,Lily," Oh, crap."
2,20,9,Marshall," Are you crazy? You cannot tell that story at my wedding. My entire family's gonna be there. My little cousins, my mom, my grandma, my grandpa the minister."
2,20,9,Ted, That grandpa died three years ago.
2,20,9,Marshall," His favorite grandson is getting married, Ted. I think he can take a day off from haunting the barn to make an appearance."
2,20,10,Barney," So which one, ""A"" or ""B""?"
2,20,10,Marshall, What was that?
2,20,10,Barney," I have to decide how to run to contestant's row when they say, ""Barney Stinson, come on down!"""
2,20,10,Ted," Oh, I didn't realize that's what it was. Can you do them again?"
2,20,10,Barney," Yeah, of course."
2,20,11,Barney," Hey! Very funny. Just for that, when I win all the prizes, the only thing you guys are getting is Rice-A-Roni and Turtle Wax."
2,20,12,Lily," It's $300 just to take the bust in? Oh, please, you have to have some sympathy for me. I'm getting married next Saturday, and I'm too skinny for my dress. I lost all this weight without even trying. Hello?"
2,20,12,Robin, What happened?
2,20,12,Lily," She called me a bitch and hung up. Oh, I don't know what to do. I guess I'll just have to pay the $300."
2,20,12,Robin," Pay the $300? Lily, are you crazy? This isn't a problem. It's a license to eat. Look, what have you always wanted to eat but didn't because it was too ridicuusly decadent?"
2,20,12,Lily," Ooh, a Valrhona chocolate soufflée with a raspberry brandy sauce topped with caramelized bananas and hazelnut gelato."
2,20,12,Robin, I have Cool Whip and half a bag of Fritos.
2,20,12,Lily, Done!
2,20,13,Ted," Okay, think you're gonna be happy with my new toast. There's nothing sexual. It's, uh, it's just the story of an important moment in your relationship."
2,20,13,Marshall," I'm all ears. Hello, everyone,"
2,20,13,Ted," I'm Ted Mosby, Marshall's best man."
2,20,13,Marshall, Nice.
2,20,13,Ted, Right? That's great. Back when we were all freshman and Marshall and Lily were just a few short weeks into their relationship... It was 4
2,20,14,Marshall, I love you.
2,20,14,Lily," I love you, too. I know it's soon to say it, but I'm so glad you did."
2,20,14,Marshall, Yeah. Ted leaves the room.
2,20,15,Marshall, So here's what you want to talk about in front of my entire family
2,20,15,Ted," Dude, you're almost 30. Your mom would be mad at you for eating junk food?"
2,20,15,Marshall," Yeah, Ted, 'cause nutrition's not important. Also, so Lily's never heard that story before. How's she going to react when she finds out the first time I said ""I love you"" to her, I was actually saying it to you and a bag of Funyuns"
2,20,15,Ted," But who cares? You did love her. And you still do. And you're totally over Funyuns, so it's not weird."
2,20,16,Marshall," Hey, Lil."
2,20,16,Lily, Hey.
2,20,16,Ted, Hey? That's it?
2,20,16,Marshall, What are you talking about?
2,20,16,Ted," Well, you guys have been spending the last few nights apart. I figured there'd be a lot of giggling, crying, jumping up and down, and then whatever Lily would do"
2,20,16,Ted (2030)," Now, one thing I remember about the bar menu at McClaren's is that there were no fewer than 11 different deep-fried appetizers. That night, Aunt Lily ordered them all."
2,20,17,Barney," Check it out. Okay, imagine... imagine, if you will, that this is the $1 space on The Price Is Right wheel. Ready? (he turnst he wheel)"
2,20,17,Marshall," Oh, wow, that was pretty close."
2,20,17,Barney," Close? Close?! It's called The Price Is Right, not The Price Is Close! Oh, man, this is bad. If I don't win the spin-off, and I can't get into the Showcase Showdown, everything's ruined! It's all ruined!"
2,20,17,Ted," What is ruined? Why, why is this such a big deal?"
2,20,17,Barney," Okay, guys... sit down, I've got to tell you something. The reason I'm going on The Price Is Right is because I've decided that it's time for me to meet my real father."
2,20,17,Ted, Your father?
2,20,17,Barney, That's right. My father... is Bob Barker.
2,20,17,Ted, Your dad... is Bob Barker?
2,20,17,Barney, That's right
2,20,17,Lily," The host of The Price Is Right, Bob Barker?"
2,20,17,Barney, That's Pops.
2,20,17,Robin, Barney?
2,20,17,Bareney," Yes, Robin?"
2,20,17,Robin, Why in the world do you think Bob Barker is your father?
2,20,17,Barney," Uh, because my mother told me he was, that's why."
2,20,18,Barney," Mom, who's my dad? All the other kids at school know who their dad is. Who's mine?"
2,20,18,Barney's mom," Oh, I don't know. That guy. (she shows him Bob Barker on TV)"
